sma,clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_sales_last_month
Toledo, OH,35.6,608847,0.486499892419606,0.571141179410811,0.072315385298571,0.788439460159942,0.141761394898883,0.015652536679987,44775,196.77937776484
Des Moines-West Des Moines, IA,34.5,590741,0.491844987905021,0.686479524438573,0.040603258476442,0.875871151655294,0.048462862743571,0.033415659316012,61640,160.314071392216
Augusta-Richmond County, GA-SC,35.1,575669,0.487186212910544,0.51851892834538,0.06083937131248,0.587632823723355,0.355652293244903,0.018010349697482,46144,182.479555064085
Jackson, MS,34,574998,0.479700798959301,0.563550937997606,0.056392151049843,0.483923422342339,0.485759950469393,0.010806994111284,45366,139.043479289628
Deltona-Daytona Beach-Ormond Beach, FL,44.8,597824,0.485987514720051,0.459787402532898,0.053662010320691,0.821977705813082,0.105636441494487,0.017956789958249,42571,195.749614507506
Provo-Orem, UT,24.4,550774,0.502621765007063,0.629234494497854,0.045319779754341,0.91688605489729,0.006024249510689,0.013706166231522,60647,141.090049008299
Harrisburg-Carlisle, PA,38.8,555154,0.489037276143196,0.60998540406235,0.0445788904859,0.820887537512114,0.101874434841503,0.030252866772103,57461,202.098124478777
Modesto, CA,32.1,522794,0.494684330730651,0.521124936515998,0.101752158456069,0.758669762851142,0.027651426757002,0.052756917638688,49573,173.337160055405
Durham-Chapel Hill, NC,34.7,525050,0.481277973526331,0.597594021909899,0.05517401052261,0.618329682887344,0.268564898581088,0.043972954956671,52925,101.130258427809
Santa Rosa, CA,38.9,491790,0.490715549319832,0.588116071853051,0.062289659175927,0.787010715955997,0.015230077878769,0.040283454319933,63799,169.473237199073
Palm Bay-Melbourne-Titusville, FL,44.9,548891,0.488920386743452,0.494806499519525,0.067888966541452,0.83201036271318,0.102071267337231,0.022226635160715,48483,167.902412132219
Scranton--Wilkes-Barre--Hazleton, PA,40.9,562644,0.488724664263726,0.551851061674759,0.049078617592359,0.920676306865442,0.03286447558314,0.013351248746987,45812,147.207964509992
Youngstown-Warren-Boardman, OH-PA,41.5,559144,0.486949694533072,0.523389301738643,0.054466226163769,0.858399625141287,0.108177857582304,0.006674488146166,42543,132.043437206644
Lancaster, PA,37,526839,0.488976708254324,0.620694082732724,0.044629640845497,0.888728814685321,0.039486446523511,0.020300319452432,57120,183.785481100024
Spokane-Spokane Valley, WA,36.7,533456,0.496331468762185,0.544221440613099,0.054874125972642,0.892557211841276,0.017875888545635,0.021244488767584,49417,155.585973104377
Chattanooga, TN-GA,38.3,537397,0.484920831340703,0.562578245905805,0.056618852932345,0.813895499974879,0.138339067765544,0.014672579117487,46228,114.122430475263
Vallejo-Fairfield, CA,35.8,421624,0.497839307060319,0.550573101936689,0.075623106128658,0.537609339126805,0.141144716619547,0.149974859116179,67341,82.5180630130762
Portland-South Portland, ME,41.5,518387,0.485521434758202,0.635983647000775,0.042073729470642,0.942296006651401,0.017475361071941,0.016553270047281,58000,129.466728760594
Santa Maria-Santa Barbara, CA,32.3,431555,0.501372942035198,0.57660494543766,0.056431390759229,0.740322786203381,0.019629016000278,0.050371331579984,63409,149.263452156216
Fayetteville-Springdale-Rogers, AR-MO,32.7,483396,0.497755463429569,0.604953459698945,0.039893235059005,0.840964757672798,0.022310900379813,0.027137171180564,48627,145.609495135084
Lexington-Fayette, KY,34.5,483997,0.490864612797187,0.619802016062262,0.05495270326213,0.815137283908785,0.108593648307737,0.024663376012661,49997,134.496897649093
Lansing-East Lansing, MI,33.5,467122,0.487517179666126,0.575076034384438,0.059510106236932,0.816127264397738,0.084115070581133,0.039415827128673,50155,168.298000150991
Anchorage, AK,32.5,392021,0.512156236528145,0.63479632150327,0.052611135088477,0.701151213838034,0.047068907022838,0.067787184870198,76453,86.8070436486429
Lafayette, LA,33.9,475457,0.487917940002987,0.594458233307564,0.0497185715642,0.70975713892108,0.246825685603535,0.014737400017247,47174,162.617484231383
Salinas, CA,32.6,424927,0.513170497520751,0.541852220156513,0.057778422882837,0.752691638799135,0.027830662678531,0.0623565930148,58582,99.5975275990803
Pensacola-Ferry Pass-Brent, FL,36,462339,0.501037117785867,0.516308468935803,0.060402828426815,0.75240894668198,0.162832899668858,0.025755992896987,49255,147.550169810026
Visalia-Porterville, CA,29.4,451108,0.500724881846476,0.529768236669654,0.08276552919759,0.810943277441322,0.017476967821453,0.033211559094496,42863,171.946150205636
Killeen-Temple, TX,29.1,417887,0.497187038601344,0.497144261865919,0.05206733731551,0.674557954662385,0.1948588972617,0.025796447364958,50671,153.723792904746
Trenton, NJ,36.7,369526,0.489586659666708,0.594513894953213,0.068672036112772,0.623707127509296,0.201918132959521,0.095792988855994,74118,100.517736938308
Shreveport-Bossier City, LA,34.8,445305,0.481622708031574,0.554940581840568,0.045661798337845,0.567970267569419,0.38612636282997,0.01113169625313,43779,90.9695912731131
Huntsville, AL,36.5,430396,0.492585897638454,0.580811883499679,0.059986575614312,0.715071701409864,0.217102389427411,0.022081989609569,55881,86.6975160775957
Reno, NV,36.8,433919,0.502990189413231,0.589077098586261,0.070138196941472,0.816044008213515,0.023559696625407,0.051850691027588,53047,84.3702952806264
York-Hanover, PA,39.4,438052,0.49401897491622,0.617031432662873,0.055679573771148,0.886862746888497,0.054799430204633,0.013676458502644,58906,114.028760882745
Corpus Christi, TX,34.5,437528,0.493129582563859,0.581150057057597,0.044752617719996,0.870684847598325,0.036553089173722,0.015777275968624,49359,126.754075853449
Manchester-Nashua, NH,38.8,402776,0.495317496573778,0.660984063128578,0.047671360049513,0.908112697876735,0.021739130434783,0.034997119987288,70906,108.300525201896
Port St. Lucie, FL,44.6,433646,0.490372331348612,0.477674798659033,0.069203087134886,0.776462829127906,0.144758628005332,0.013730093209669,45752,112.24793999561
Reading, PA,38.5,413016,0.491223100315726,0.596154488911036,0.061578008635384,0.838480833672303,0.048627656071436,0.013677436225231,55798,102.295670281451
Mobile, AL,35.6,414045,0.478904466905771,0.52258225446841,0.065110678607063,0.602444178772839,0.349326763999082,0.019208057095243,43844,139.987153069412
Fort Wayne, IN,35.2,422029,0.489018527162825,0.60716261275599,0.056536370856343,0.820479161384644,0.101064144881039,0.026237533439645,49607,83.7619602123778
Springfield, MO,35.2,444728,0.489449731071576,0.577706263120569,0.049950696326099,0.929529959885593,0.021932507060495,0.011690291593963,42880,133.502012197969
Fayetteville, NC,29.5,374036,0.486913024414762,0.473216360269526,0.071313905102551,0.514231250467869,0.358187447197596,0.022016597332877,44692,88.8349417326289
Flint, MI,37.6,418654,0.482056781972703,0.478920977159592,0.087941937948304,0.747447773101416,0.20412799113349,0.009597424125889,41879,98.3472672288402
Salem, OR,34.7,396912,0.494583182166324,0.537662439100593,0.077277564609512,0.820108739468698,0.008994437054057,0.019188132381989,48433,126.582207705155
Asheville, NC,41.5,433204,0.483047247947849,0.543497409253983,0.047782696109547,0.90595654703096,0.047178696410929,0.009602866086186,44820,149.744601263415
Brownsville-Harlingen, TX,29,415103,0.48248025188929,0.489951752192775,0.057197978187126,0.919458544024013,0.005386614888353,0.006865765846067,33390,137.73070300022
Beaumont-Port Arthur, TX,35.8,404741,0.505219387213057,0.522760959678432,0.054688481346565,0.688215426655565,0.241512473408921,0.025851099839156,44845,104.06308357045
Ann Arbor, MI,32.3,351454,0.493350481144047,0.599668635942278,0.055041714514991,0.741784131066939,0.120894910856044,0.082258275620707,60805,116.031834081224
Montgomery, AL,34.6,375225,0.479832100739556,0.546292523935628,0.054006247029266,0.52379772136718,0.432639083216737,0.016877873276034,46977,112.554659814467
Salisbury, MD-DE,41.7,381868,0.48789372243812,0.531124366752641,0.054689617134422,0.761849644379733,0.179507054793803,0.015887688939634,53004,137.119010519599
Peoria, IL,37.5,380241,0.489208160087944,0.586742035628156,0.051353710044902,0.856617250638411,0.091252652922752,0.020744738205507,54686,116.891181119297
Tallahassee, FL,31.7,373097,0.48741480097669,0.558272033716415,0.070590492543235,0.611840888562492,0.329244137583524,0.024749595949579,45377,111.203732043604
Savannah, GA,33.1,361161,0.485653212833058,0.563828552333046,0.05638355875266,0.604159917599076,0.336678102009907,0.022602108201052,50560,123.068979730112
Canton-Massillon, OH,40.4,403629,0.485683635219471,0.565765089059778,0.059312641993855,0.8940809505759,0.066447158157615,0.007003956603713,46233,146.029285522819
Myrtle Beach-Conway-North Myrtle Beach, SC-NC,42.8,396187,0.487027590506503,0.516907109117322,0.062990135616242,0.813004969875337,0.129365678328668,0.009922082249039,43681,113.178709355971
Davenport-Moline-Rock Island, IA-IL,38.1,381913,0.491996868396729,0.600119529936966,0.043466632326574,0.86023256605562,0.073692175966778,0.017333790680076,51263,87.3783719692146
Gulfport-Biloxi-Pascagoula, MS,35.7,378972,0.494440222496649,0.540375202541325,0.060528274937427,0.73048668503214,0.208065503520049,0.024233980346833,44826,105.646100734137
Eugene, OR,37.6,354764,0.491202602293356,0.53088035350102,0.066227056424201,0.88656402566213,0.009403434395824,0.024571264277097,43685,123.23465394407
Rockford, IL,37.7,346031,0.490103487837795,0.573665646385651,0.080162998219752,0.80962399322604,0.108140600119642,0.023049957951744,49511,88.6724753036411
Naples-Immokalee-Marco Island, FL,46,334474,0.492208661958777,0.487008634625242,0.049241378815956,0.871460860933884,0.06746712748973,0.012577958226947,56250,80.8035064448629
Huntington-Ashland, WV-KY-OH,39.8,364514,0.488543649900964,0.488049328951251,0.044048067237151,0.950728915761809,0.022237828999709,0.005588262727906,42448,129.947301641624
Boulder, CO,34.4,305166,0.502349540905605,0.651872099268154,0.048600033666525,0.876808032349606,0.009244149086071,0.0417674314963,69407,58.1013547590146
Hickory-Lenoir-Morganton, NC,40.1,363936,0.494608942231601,0.533743546316278,0.06753148304969,0.850624835135848,0.06951222192913,0.025317638266069,40820,129.821945150137
Ponce, PR,35.3,337919,0.482994445414434,0.329092324272542,0.100661597413483,0.760735560888852,0.050843545346666,0.001278412874091,16593,129.197841043499
Kalamazoo-Portage, MI,33.9,330439,0.490804656835301,0.576263987956422,0.064999677675013,0.833836199722188,0.095591016798865,0.019613302303905,46392,71.7388723298571
Santa Cruz-Watsonville, CA,35.8,267203,0.497064029969723,0.591426743442099,0.056557901471529,0.807745422019962,0.00920274098719,0.04373453890862,66923,100.988775755222
Columbus, GA-AL,32,308363,0.495555562762069,0.498845102779632,0.063562889026196,0.525046779282858,0.399253477233001,0.018371205365105,42278,110.27482000203
Ocala, FL,46.3,334771,0.480053529128867,0.418034314217323,0.061966975790847,0.816411815838289,0.12622359762345,0.014054383444205,39339,86.0386667482173
Fort Collins, CO,34.5,311435,0.497580554529838,0.6286253214304,0.051062640041269,0.908009697047538,0.009465859649686,0.018655578210542,58844,83.503378368344
Aguadilla-Isabela, PR,37.7,331146,0.489164900074287,0.299721807086955,0.101237374973178,0.752036865914129,0.029711969946791,0.003300658923858,15681,104.152851488086
Merced, CA,29.4,261609,0.504183724566051,0.497947801290553,0.105786518915349,0.645214805301041,0.034842073476065,0.075846014471979,43066,77.4737294197149
Kennewick-Richland, WA,32.3,266561,0.507849985556777,0.595993500228508,0.046889757781953,0.75867812620751,0.016761641800564,0.024782319994298,59476,67.9422680931689
Hilo, HI,40.2,189382,0.500913497586888,0.535904272872474,0.054806816531806,0.332148778659007,0.007244616700637,0.221024173363889,51213,38.1228379569256
Norwich-New London, CT,38.7,274071,0.499976283517775,0.596331587960955,0.05499935163366,0.8207727194778,0.056554688383667,0.042653181110004,66693,73.3036089688798
Atlantic City-Hammonton, NJ,39,275325,0.484489239989104,0.577956977075872,0.084972765429527,0.671450104422047,0.15852537909743,0.081133206210842,54392,89.1519122690621
Spartanburg, SC,37.2,317057,0.484666794929618,0.543466081890066,0.064178698338509,0.724828658569279,0.215614227094813,0.019835550074592,42588,60.2446186019971
South Bend-Mishawaka, IN-MI,36.6,318917,0.486684623271886,0.573590731132826,0.065752618009358,0.812549973817639,0.11642214118407,0.017515529118862,45036,78.4991818688422
Olympia-Tumwater, WA,37,259330,0.489681101299503,0.564836794537829,0.056350303106176,0.828269000886901,0.028685458681988,0.057444183087186,62286,85.647504978808
Roanoke, VA,40.8,310934,0.483211871329607,0.581918803131416,0.041231363210216,0.822174480757974,0.130014729814044,0.01702290518245,50056,91.1889513850211
Lubbock, TX,29.5,298578,0.494105392895659,0.619881186081798,0.042965033046728,0.793176322435009,0.071391730134169,0.019730187756633,45337,57.3631257678805
Green Bay, WI,37.1,310726,0.498262134485045,0.641298478154148,0.047373588610702,0.891267547614297,0.019316053371781,0.024211041238905,53053,116.464756055522
Kahului-Wailuku-Lahaina, HI,38.6,158887,0.50169617401046,0.626677819249252,0.059624231615993,0.344779623254262,0.005909860466873,0.268033256339411,64563,32.3840444108369
San Luis Obispo-Paso Robles-Arroyo Grande, CA,37.2,274184,0.510409068362851,0.533201906847116,0.046524103821109,0.846004872640271,0.02112085314971,0.037219531409564,59454,101.189306349259
Lincoln, NE,32.2,310665,0.50143402056878,0.674549581558527,0.042173053262463,0.883462894114239,0.037390758534112,0.037281315886888,52291,79.3809417854047
Evansville, IN-KY,37.6,313450,0.486214707289839,0.594631600080305,0.044918691025898,0.89022810655607,0.066916573616207,0.009966501834423,47425,85.8214362146064
