"","Spend","Treatment"
"115",74.7461857087834,"A"
"116",74.4370429765794,"A"
"117",79.2632514477209,"A"
"118",78.7367334842894,"A"
"119",76.9473413401449,"A"
"120",74.0699021212451,"A"
"121",81.6274043339356,"A"
"122",77.2709380391022,"A"
"123",74.5832572582199,"A"
"124",74.6429581571746,"A"
"125",68.272518524766,"A"
"126",73.9956164661365,"A"
"127",73.8183076777772,"A"
"128",74.7107775070046,"A"
"129",69.8403007999211,"A"
"130",70.667254203667,"A"
"131",79.2380547819375,"A"
"132",75.6171094595185,"A"
"133",77.0076095018037,"A"
"134",79.6116285073008,"A"
"135",83.9329673160872,"A"
"136",74.1035206696328,"A"
"137",73.0375830559099,"A"
"138",78.6103137293147,"A"
"139",79.7926212881896,"A"
"140",68.5226646040486,"A"
"141",76.6968085822686,"A"
"142",69.2611865798114,"A"
"143",69.5454105748118,"A"
"144",65.0318559441251,"A"
"145",77.151290778777,"A"
"146",83.5358960048757,"A"
"147",67.0887418756499,"A"
"148",73.2149823920773,"A"
"149",66.5067322419171,"A"
"150",69.2401482949734,"A"
"151",60.7761807757415,"A"
"152",83.5728879498668,"A"
"153",68.8559158954402,"A"
"154",73.4296351968054,"A"
"155",74.6504383785487,"A"
"156",70.811992844404,"A"
"157",76.2343027778963,"A"
"158",62.1243588692884,"A"
"159",75.0215096715966,"A"
"160",86.7298129083414,"A"
"161",75.3196840581831,"A"
"162",80.5461439121692,"A"
"163",72.8796282487033,"A"
"164",78.2721074496209,"A"
"165",77.968381992088,"A"
"166",70.0749514778305,"A"
"167",76.4187843207445,"A"
"168",75.1473659377451,"A"
"169",78.9984667764803,"A"
"170",68.4836369818898,"A"
"171",88.8518858034897,"A"
"172",73.2716587101569,"A"
"173",80.0324766146509,"A"
"174",89.0730206584705,"A"
"175",79.1384824501345,"A"
"176",89.4066569828639,"A"
"177",76.7509889807373,"A"
"178",70.4702092085065,"A"
"179",79.0780511310673,"A"
"180",72.5349536488082,"A"
"181",72.3452531088805,"A"
"182",78.1744425517991,"A"
"183",64.6322250079489,"A"
"184",74.0298728019793,"A"
"185",75.9622715928527,"A"
"186",68.5734095719905,"A"
"187",76.0484059012598,"A"
"188",73.5016168880109,"A"
"189",69.7806308561409,"A"
"190",79.0953243875818,"A"
"191",80.0077747906331,"A"
"192",77.1740660899759,"A"
"193",77.32533348931,"A"
"194",69.5067405517451,"A"
"195",78.05462944836,"A"
"196",75.0814470084603,"A"
"197",78.6815869948192,"A"
"198",81.2310554830456,"A"
"199",71.3368591242199,"A"
"200",74.6434461087659,"A"
"201",80.1579264789031,"A"
"202",79.0952425163919,"A"
"203",72.7543124977031,"A"
"204",80.5296077427016,"A"
"205",81.2968080322598,"A"
"206",71.9690243636855,"A"
"207",67.9581100735462,"A"
"208",83.4788588537763,"A"
"209",68.4089255586217,"A"
"210",70.4491118705469,"A"
"211",65.9290958850614,"A"
"212",75.9494506213582,"A"
"213",70.6623050354054,"A"
"214",77.3127164762792,"A"
"215",66.5961995123064,"A"
"216",81.4061138569629,"A"
"217",69.5442800750956,"A"
"218",76.2615175288491,"A"
"219",74.2954800113679,"A"
"220",66.9324437908883,"A"
"221",71.9426947135993,"A"
"222",74.2658509080975,"A"
"223",73.1829905189046,"A"
"224",78.5420292159337,"A"
"225",72.7970440407859,"A"
"226",77.7746273312306,"A"
"227",72.4936335617816,"A"
"228",75.7821068548873,"A"
"229",82.8157140134502,"A"
"230",77.5588164616423,"A"
"231",74.9955207202659,"A"
"232",67.4015496977078,"A"
"233",73.965374247287,"A"
"234",78.5503092984135,"A"
"235",65.8391902481133,"A"
"236",73.8669084246094,"A"
"237",72.4618887225494,"A"
"238",68.8411748342107,"A"
"239",70.5578817726952,"A"
"240",72.4487205431268,"A"
"241",76.0412507150658,"A"
"242",75.8809694020127,"A"
"243",63.0915923346426,"A"
"244",69.4767508546073,"A"
"245",71.9529531030799,"A"
"246",77.5038458563245,"A"
"247",72.8348917759568,"A"
"248",73.3008298336774,"A"
"249",64.723531974337,"A"
"250",74.1004325678667,"A"
"251",78.0689213063478,"A"
"252",77.0630726200473,"A"
"253",72.7055316526359,"A"
"254",71.6341074926238,"A"
"255",75.9652714826281,"A"
"256",81.9146452838568,"A"
"257",75.3248366949675,"A"
"258",86.5112185031781,"A"
"259",64.5816110652175,"A"
"260",69.2142538741449,"A"
"261",78.1190282267144,"A"
"262",67.3857045761211,"A"
"263",61.9447200256871,"A"
"264",87.6328690978757,"A"
"265",76.8894526741706,"A"
"266",75.1422331261944,"A"
"267",71.4698572689401,"A"
"268",78.173998267686,"A"
"269",80.8441403081865,"A"
"270",73.4590866796417,"A"
"271",71.4810957283967,"A"
"272",68.650032619674,"A"
"273",75.4778849027077,"A"
"274",72.7671553723373,"A"
"275",66.4530918192497,"A"
"276",67.7888839121254,"A"
"277",81.3658421247335,"A"
"278",78.8292741855702,"A"
"279",70.3480219619617,"A"
"280",82.2401995567855,"A"
"281",72.4375655532538,"A"
"282",86.6802871498656,"A"
"283",78.2736398903468,"A"
"284",74.3030228366055,"A"
"285",72.4800881116582,"A"
"286",75.2864197897075,"A"
"287",67.8006015704766,"A"
"288",81.2742282576739,"A"
"289",77.0999394020975,"A"
"290",75.5298104048627,"A"
"291",75.4496526118852,"A"
"292",63.0944803461542,"A"
"293",89.5284428365906,"A"
"294",76.2839263960635,"A"
"295",75.7813871243899,"A"
"296",68.5754302167026,"A"
"297",72.7570121300552,"A"
"298",67.0519759210122,"A"
"299",68.7199209961111,"A"
"300",74.4657819717571,"A"
"301",68.6258443369083,"A"
"302",69.4809665651134,"A"
"303",75.6761650832938,"A"
"304",76.6667131027339,"A"
"305",69.8079746626693,"A"
"306",76.0985596976778,"A"
"307",76.9864639856798,"A"
"308",82.297753102506,"A"
"309",69.1812708756712,"A"
"310",68.2250108064537,"A"
"311",80.3613741760954,"A"
"312",80.3500124568678,"A"
"313",74.1661468962063,"A"
"314",80.5702881409732,"A"
"315",63.8420271056091,"A"
"316",82.9207792435258,"A"
"317",69.5418713540455,"A"
"318",77.3847115903726,"A"
"319",76.6742906571897,"A"
"320",75.8294228432176,"A"
"321",76.6920364958948,"A"
"322",78.2679830928848,"A"
"323",70.4855812516759,"A"
"324",74.8570250905302,"A"
"325",71.3587923029502,"A"
"326",74.3318769501362,"A"
"327",78.9407596943309,"A"
"328",70.408320664967,"A"
"329",81.7597958970097,"A"
"330",77.8064043177331,"A"
"331",81.6109699365746,"A"
"332",79.7713253539701,"A"
"333",79.38281577754,"A"
"334",78.4083807283308,"A"
"335",77.1669883102674,"A"
"336",82.6457667476205,"A"
"337",64.6677144158416,"A"
"338",79.3893902810689,"A"
"339",82.1654080345878,"A"
"340",75.4826230991026,"A"
"341",63.4068492754836,"A"
"342",72.6976054229596,"A"
"343",69.9218241850656,"A"
"344",70.2913701377241,"A"
"345",81.8746462752778,"A"
"346",75.7105702528155,"A"
"347",77.3721530176326,"A"
"348",67.5928722165031,"A"
"349",82.555453928109,"A"
"350",75.5230173025297,"A"
"351",85.5390760480794,"A"
"352",82.886906101768,"A"
"353",75.307475182763,"A"
"354",73.8103550449853,"A"
"355",74.1134655999178,"A"
"356",69.1303487488415,"A"
"357",92.9443181006603,"A"
"358",81.1417389589786,"A"
"359",79.8132489081271,"A"
"360",75.9018562883023,"A"
"361",75.7506238026506,"A"
"362",77.0566640477185,"A"
"363",84.9570716927705,"A"
"364",81.8581749626609,"A"
"365",75.1043239590201,"A"
"366",65.6435010972393,"A"
"367",75.6317747722427,"A"
"368",69.9469226881519,"A"
"369",76.9062927998783,"A"
"370",78.7642047617726,"A"
"371",76.8216680950978,"A"
"372",71.1915153875842,"A"
"373",73.9885999629172,"A"
"374",83.2440907160101,"A"
"375",82.3144104518948,"A"
"376",80.5000908539413,"A"
"377",75.5977109454127,"A"
"378",78.2168101137858,"A"
"379",72.1301534051724,"A"
"380",75.5867123173466,"A"
"381",79.642659051986,"A"
"382",76.0048712533584,"A"
"383",74.4293625411062,"A"
"384",72.2152556462528,"A"
"385",74.7504622042508,"A"
"386",68.5465967502052,"A"
"387",76.7062288117935,"A"
"388",83.4577644303399,"A"
"389",73.9528789326187,"A"
"390",75.6988699478461,"A"
"391",65.933809341906,"A"
"392",76.5690784663196,"A"
"393",79.6286486521365,"A"
"394",73.6375135313299,"A"
"395",76.4770194648916,"A"
"396",82.9929836564123,"A"
"397",70.9450139484479,"A"
"398",80.8211266773594,"A"
"399",74.8646490123394,"A"
"400",71.3169716561285,"A"
"401",76.0587445324008,"A"
"402",75.828846900806,"A"
"403",78.1670218974255,"A"
"404",70.2350112464733,"A"
"405",72.0413078533228,"A"
"406",74.9947297043199,"A"
"407",74.7795931593404,"A"
"408",75.3311821599749,"A"
"409",73.051147204181,"A"
"410",76.9785313334752,"A"
"411",74.269913649122,"A"
"412",83.2532793241249,"A"
"413",83.8479353227578,"A"
"414",75.4225902793336,"A"
"415",78.7126443912431,"A"
"416",76.188577750924,"A"
"417",75.508036446694,"A"
"418",76.736692831326,"A"
"419",77.6930891168602,"A"
"420",73.9884218820892,"A"
"421",72.1404212537516,"A"
"422",66.4057110410434,"A"
"423",67.3366738177212,"A"
"424",80.9273703373408,"A"
"425",69.564741832241,"A"
"426",67.5566857712182,"A"
"427",77.7006133977881,"A"
"428",82.7232189891945,"A"
"429",72.6370185632308,"A"
"430",78.4213530727912,"A"
"431",79.6788921290178,"A"
"432",78.9161974811556,"A"
"433",71.9942101159765,"A"
"434",73.7058155575344,"A"
"435",78.5472364754171,"A"
"436",76.0153033440707,"A"
"437",80.0046230418576,"A"
"438",78.4649551575692,"A"
"439",80.4180474172275,"A"
"440",80.1965321107543,"A"
"441",77.5525845807023,"A"
"442",81.7758446674193,"A"
"443",69.8642780917463,"A"
"444",76.2305334029422,"A"
"445",65.5443376991167,"A"
"446",68.8996636094643,"A"
"447",73.1444565523696,"A"
"448",81.3288835996429,"A"
"449",72.2391306573657,"A"
"450",73.7214735348471,"A"
"451",69.3674143753247,"A"
"452",63.2770190027194,"A"
"453",71.8691966971437,"A"
"454",71.6042456059999,"A"
"455",74.6689000642387,"A"
"456",74.2644300222263,"A"
"457",82.4752631882785,"A"
"458",75.6401624706554,"A"
"459",69.8917306874476,"A"
"460",86.2108715898257,"A"
"461",72.3992214556554,"A"
"462",69.7771019819116,"A"
"463",83.2511502426244,"A"
"464",76.8381178060918,"A"
"465",68.8717063976895,"A"
"466",76.5568469282248,"A"
"467",78.3157484450332,"A"
"468",75.7004414159114,"A"
"469",73.4158680702474,"A"
"470",82.1592982900421,"A"
"471",69.4949873770819,"A"
"472",77.8532699669535,"A"
"473",86.8551628767758,"A"
"474",70.2661705854022,"A"
"475",81.2118653084041,"A"
"476",62.9808881841229,"A"
"477",78.0558150177242,"A"
"478",82.5623900933961,"A"
"479",80.6924784965029,"A"
"480",76.9606779674274,"A"
"481",73.2089678453059,"A"
"482",82.3396032236144,"A"
"483",71.0549865908217,"A"
"484",77.9063327056177,"A"
"485",73.9835702015392,"A"
"486",75.9860374043577,"A"
"487",72.3713261166068,"A"
"488",76.1086072406551,"A"
"489",73.6695718374256,"A"
"490",72.8832001773136,"A"
"491",66.741153472072,"A"
"492",69.5583824738257,"A"
"493",72.9101630819398,"A"
"494",77.7346376671128,"A"
"495",69.2936788350862,"A"
"496",72.5890150529228,"A"
"497",75.6348321322098,"A"
"498",76.1171336568842,"A"
"499",69.5753602635352,"A"
"500",77.488416598742,"A"
"501",0,"A"
"502",0,"A"
"503",0,"A"
"504",0,"A"
"505",0,"A"
"506",0,"A"
"507",0,"A"
"508",0,"A"
"509",0,"A"
"510",0,"A"
"511",0,"A"
"512",0,"A"
"513",0,"A"
"514",0,"A"
"515",0,"A"
"516",0,"A"
"517",0,"A"
"518",0,"A"
"519",0,"A"
"520",0,"A"
"521",0,"A"
"522",0,"A"
"523",0,"A"
"524",0,"A"
"525",0,"A"
"526",0,"A"
"527",0,"A"
"528",0,"A"
"529",0,"A"
"530",0,"A"
"531",0,"A"
"532",0,"A"
"533",0,"A"
"534",0,"A"
"535",0,"A"
"536",0,"A"
"537",0,"A"
"538",0,"A"
"539",0,"A"
"540",0,"A"
"541",0,"A"
"542",0,"A"
"543",0,"A"
"544",0,"A"
"545",0,"A"
"546",0,"A"
"547",0,"A"
"548",0,"A"
"549",0,"A"
"550",0,"A"
"551",0,"A"
"552",0,"A"
"553",0,"A"
"554",0,"A"
"555",0,"A"
"556",0,"A"
"557",0,"A"
"558",0,"A"
"559",0,"A"
"560",0,"A"
"561",0,"A"
"562",0,"A"
"563",0,"A"
"564",0,"A"
"565",0,"A"
"566",0,"A"
"567",0,"A"
"568",0,"A"
"569",0,"A"
"570",0,"A"
"571",0,"A"
"572",0,"A"
"573",0,"A"
"574",0,"A"
"575",0,"A"
"576",0,"A"
"577",0,"A"
"578",0,"A"
"579",0,"A"
"580",0,"A"
"581",0,"A"
"582",0,"A"
"583",0,"A"
"584",0,"A"
"585",0,"A"
"586",0,"A"
"587",0,"A"
"588",0,"A"
"589",0,"A"
"590",0,"A"
"591",0,"A"
"592",0,"A"
"593",0,"A"
"594",0,"A"
"595",0,"A"
"596",0,"A"
"597",0,"A"
"598",0,"A"
"599",0,"A"
"600",0,"A"
"601",0,"A"
"602",0,"A"
"603",0,"A"
"604",0,"A"
"605",0,"A"
"606",0,"A"
"607",0,"A"
"608",0,"A"
"609",0,"A"
"610",0,"A"
"611",0,"A"
"612",0,"A"
"613",0,"A"
"614",0,"A"
"615",0,"A"
"616",0,"A"
"617",0,"A"
"618",0,"A"
"619",0,"A"
"620",0,"A"
"621",0,"A"
"622",0,"A"
"623",0,"A"
"624",0,"A"
"625",0,"A"
"626",0,"A"
"627",0,"A"
"628",0,"A"
"629",0,"A"
"630",0,"A"
"631",0,"A"
"632",0,"A"
"633",0,"A"
"634",0,"A"
"635",0,"A"
"636",0,"A"
"637",0,"A"
"638",0,"A"
"639",0,"A"
"640",0,"A"
"641",0,"A"
"642",0,"A"
"643",0,"A"
"644",0,"A"
"645",0,"A"
"646",0,"A"
"647",0,"A"
"648",0,"A"
"649",0,"A"
"650",0,"A"
"651",0,"A"
"652",0,"A"
"653",0,"A"
"654",0,"A"
"655",0,"A"
"656",0,"A"
"657",0,"A"
"658",0,"A"
"659",0,"A"
"660",0,"A"
"661",0,"A"
"662",0,"A"
"663",0,"A"
"664",0,"A"
"665",0,"A"
"666",0,"A"
"667",0,"A"
"668",0,"A"
"669",0,"A"
"670",0,"A"
"671",0,"A"
"672",0,"A"
"673",0,"A"
"674",0,"A"
"675",0,"A"
"676",0,"A"
"677",0,"A"
"678",0,"A"
"679",0,"A"
"680",0,"A"
"681",0,"A"
"682",0,"A"
"683",0,"A"
"684",0,"A"
"685",0,"A"
"686",0,"A"
"687",0,"A"
"688",0,"A"
"689",0,"A"
"690",0,"A"
"691",0,"A"
"692",0,"A"
"693",0,"A"
"694",0,"A"
"695",0,"A"
"696",0,"A"
"697",0,"A"
"698",0,"A"
"699",0,"A"
"700",0,"A"
"701",0,"A"
"702",0,"A"
"703",0,"A"
"704",0,"A"
"705",0,"A"
"706",0,"A"
"707",0,"A"
"708",0,"A"
"709",0,"A"
"710",0,"A"
"711",0,"A"
"712",0,"A"
"713",0,"A"
"714",0,"A"
"715",0,"A"
"716",0,"A"
"717",0,"A"
"718",0,"A"
"719",0,"A"
"720",0,"A"
"721",0,"A"
"722",0,"A"
"723",0,"A"
"724",0,"A"
"725",0,"A"
"726",0,"A"
"727",0,"A"
"728",0,"A"
"729",0,"A"
"730",0,"A"
"731",0,"A"
"732",0,"A"
"733",0,"A"
"734",0,"A"
"735",0,"A"
"736",0,"A"
"737",0,"A"
"738",0,"A"
"739",0,"A"
"740",0,"A"
"741",0,"A"
"742",0,"A"
"743",0,"A"
"744",0,"A"
"745",0,"A"
"746",0,"A"
"747",0,"A"
"748",0,"A"
"749",0,"A"
"750",0,"A"
"751",0,"A"
"752",0,"A"
"753",0,"A"
"754",0,"A"
"755",0,"A"
"756",0,"A"
"757",0,"A"
"758",0,"A"
"759",0,"A"
"760",0,"A"
"761",0,"A"
"762",0,"A"
"763",0,"A"
"764",0,"A"
"765",0,"A"
"766",0,"A"
"767",0,"A"
"768",0,"A"
"769",0,"A"
"770",0,"A"
"771",0,"A"
"772",0,"A"
"773",0,"A"
"774",0,"A"
"775",0,"A"
"776",0,"A"
"777",0,"A"
"778",0,"A"
"779",0,"A"
"780",0,"A"
"781",0,"A"
"782",0,"A"
"783",0,"A"
"784",0,"A"
"785",0,"A"
"786",0,"A"
"787",0,"A"
"788",0,"A"
"789",0,"A"
"790",0,"A"
"791",0,"A"
"792",0,"A"
"793",0,"A"
"794",0,"A"
"795",0,"A"
"796",0,"A"
"797",0,"A"
"798",0,"A"
"799",0,"A"
"800",0,"A"
"801",0,"A"
"802",0,"A"
"803",0,"A"
"804",0,"A"
"805",0,"A"
"806",0,"A"
"807",0,"A"
"808",0,"A"
"809",0,"A"
"810",0,"A"
"811",0,"A"
"812",0,"A"
"813",0,"A"
"814",0,"A"
"815",0,"A"
"816",0,"A"
"817",0,"A"
"818",0,"A"
"819",0,"A"
"820",0,"A"
"821",0,"A"
"822",0,"A"
"823",0,"A"
"824",0,"A"
"825",0,"A"
"826",0,"A"
"827",0,"A"
"828",0,"A"
"829",0,"A"
"830",0,"A"
"831",0,"A"
"832",0,"A"
"833",0,"A"
"834",0,"A"
"835",0,"A"
"836",0,"A"
"837",0,"A"
"838",0,"A"
"839",0,"A"
"840",0,"A"
"841",0,"A"
"842",0,"A"
"843",0,"A"
"844",0,"A"
"845",0,"A"
"846",0,"A"
"847",0,"A"
"848",0,"A"
"849",0,"A"
"850",0,"A"
"851",0,"A"
"852",0,"A"
"853",0,"A"
"854",0,"A"
"855",0,"A"
"856",0,"A"
"857",0,"A"
"858",0,"A"
"859",0,"A"
"860",0,"A"
"861",0,"A"
"862",0,"A"
"863",0,"A"
"864",0,"A"
"865",0,"A"
"866",0,"A"
"867",0,"A"
"868",0,"A"
"869",0,"A"
"870",0,"A"
"871",0,"A"
"872",0,"A"
"873",0,"A"
"874",0,"A"
"875",0,"A"
"876",0,"A"
"877",0,"A"
"878",0,"A"
"879",0,"A"
"880",0,"A"
"881",0,"A"
"882",0,"A"
"883",0,"A"
"884",0,"A"
"885",0,"A"
"886",0,"A"
"887",0,"A"
"888",0,"A"
"889",0,"A"
"890",0,"A"
"891",0,"A"
"892",0,"A"
"893",0,"A"
"894",0,"A"
"895",0,"A"
"896",0,"A"
"897",0,"A"
"898",0,"A"
"899",0,"A"
"900",0,"A"
"901",0,"A"
"902",0,"A"
"903",0,"A"
"904",0,"A"
"905",0,"A"
"906",0,"A"
"907",0,"A"
"908",0,"A"
"909",0,"A"
"910",0,"A"
"911",0,"A"
"912",0,"A"
"913",0,"A"
"914",0,"A"
"915",0,"A"
"916",0,"A"
"917",0,"A"
"918",0,"A"
"919",0,"A"
"920",0,"A"
"921",0,"A"
"922",0,"A"
"923",0,"A"
"924",0,"A"
"925",0,"A"
"926",0,"A"
"927",0,"A"
"928",0,"A"
"929",0,"A"
"930",0,"A"
"931",0,"A"
"932",0,"A"
"933",0,"A"
"934",0,"A"
"935",0,"A"
"936",0,"A"
"937",0,"A"
"938",0,"A"
"939",0,"A"
"940",0,"A"
"941",0,"A"
"942",0,"A"
"943",0,"A"
"944",0,"A"
"945",0,"A"
"946",0,"A"
"947",0,"A"
"948",0,"A"
"949",0,"A"
"950",0,"A"
"951",0,"A"
"952",0,"A"
"953",0,"A"
"954",0,"A"
"955",0,"A"
"956",0,"A"
"957",0,"A"
"958",0,"A"
"959",0,"A"
"960",0,"A"
"961",0,"A"
"962",0,"A"
"963",0,"A"
"964",0,"A"
"965",0,"A"
"966",0,"A"
"967",0,"A"
"968",0,"A"
"969",0,"A"
"970",0,"A"
"971",0,"A"
"972",0,"A"
"973",0,"A"
"974",0,"A"
"975",0,"A"
"976",0,"A"
"977",0,"A"
"978",0,"A"
"979",0,"A"
"980",0,"A"
"981",0,"A"
"982",0,"A"
"983",0,"A"
"984",0,"A"
"985",0,"A"
"986",0,"A"
"987",0,"A"
"988",0,"A"
"989",0,"A"
"990",0,"A"
"991",0,"A"
"992",0,"A"
"993",0,"A"
"994",0,"A"
"995",0,"A"
"996",0,"A"
"997",0,"A"
"998",0,"A"
"999",0,"A"
"1000",0,"A"
"1001",0,"A"
"1002",0,"A"
"1003",0,"A"
"1004",0,"A"
"1005",0,"A"
"1006",0,"A"
"1007",0,"A"
"1008",0,"A"
"1009",0,"A"
"1010",0,"A"
"1011",0,"A"
"1012",0,"A"
"1013",0,"A"
"1014",0,"A"
"1015",0,"A"
"1016",0,"A"
"1017",0,"A"
"1018",0,"A"
"1019",0,"A"
"1020",0,"A"
"1021",0,"A"
"1022",0,"A"
"1023",0,"A"
"1024",0,"A"
"1025",0,"A"
"1026",0,"A"
"1027",0,"A"
"1028",0,"A"
"1029",0,"A"
"1030",0,"A"
"1031",0,"A"
"1032",0,"A"
"1033",0,"A"
"1034",0,"A"
"1035",0,"A"
"1036",0,"A"
"1037",0,"A"
"1038",0,"A"
"1039",0,"A"
"1040",0,"A"
"1041",0,"A"
"1042",0,"A"
"1043",0,"A"
"1044",0,"A"
"1045",0,"A"
"1046",0,"A"
"1047",0,"A"
"1048",0,"A"
"1049",0,"A"
"1050",0,"A"
"1051",0,"A"
"1052",0,"A"
"1053",0,"A"
"1054",0,"A"
"1055",0,"A"
"1056",0,"A"
"1057",0,"A"
"1058",0,"A"
"1059",0,"A"
"1060",0,"A"
"1061",0,"A"
"1062",0,"A"
"1063",0,"A"
"1064",0,"A"
"1065",0,"A"
"1066",0,"A"
"1067",0,"A"
"1068",0,"A"
"1069",0,"A"
"1070",0,"A"
"1071",0,"A"
"1072",0,"A"
"1073",0,"A"
"1074",0,"A"
"1075",0,"A"
"1076",0,"A"
"1077",0,"A"
"1078",0,"A"
"1079",0,"A"
"1080",0,"A"
"1081",0,"A"
"1082",0,"A"
"1083",0,"A"
"1084",0,"A"
"1085",0,"A"
"1086",0,"A"
"1087",0,"A"
"1088",0,"A"
"1089",0,"A"
"1090",0,"A"
"1091",0,"A"
"1092",0,"A"
"1093",0,"A"
"1094",0,"A"
"1095",0,"A"
"1096",0,"A"
"1097",0,"A"
"1098",0,"A"
"1099",0,"A"
"1100",0,"A"
"1101",0,"A"
"1102",0,"A"
"1103",0,"A"
"1104",0,"A"
"1105",0,"A"
"1106",0,"A"
"1107",0,"A"
"1108",0,"A"
"1109",0,"A"
"1110",0,"A"
"1111",0,"A"
"1112",0,"A"
"1113",0,"A"
"1114",0,"A"
"1115",0,"A"
"1116",0,"A"
"1117",0,"A"
"1118",0,"A"
"1119",0,"A"
"1120",0,"A"
"1121",0,"A"
"1122",0,"A"
"1123",0,"A"
"1124",0,"A"
"1125",0,"A"
"1126",0,"A"
"1127",0,"A"
"1128",0,"A"
"1129",0,"A"
"1130",0,"A"
"1131",0,"A"
"1132",0,"A"
"1133",0,"A"
"1134",0,"A"
"1135",0,"A"
"1136",0,"A"
"1137",0,"A"
"1138",0,"A"
"1139",0,"A"
"1140",0,"A"
"1141",0,"A"
"1142",0,"A"
"1143",0,"A"
"1144",0,"A"
"1145",0,"A"
"1146",0,"A"
"1147",0,"A"
"1148",0,"A"
"1149",0,"A"
"1150",0,"A"
"1151",0,"A"
"1152",0,"A"
"1153",0,"A"
"1154",0,"A"
"1155",0,"A"
"1156",0,"A"
"1157",0,"A"
"1158",0,"A"
"1159",0,"A"
"1160",0,"A"
"1161",0,"A"
"1162",0,"A"
"1163",0,"A"
"1164",0,"A"
"1165",0,"A"
"1166",0,"A"
"1167",0,"A"
"1168",0,"A"
"1169",0,"A"
"1170",0,"A"
"1171",0,"A"
"1172",0,"A"
"1173",0,"A"
"1174",0,"A"
"1175",0,"A"
"1176",0,"A"
"1177",0,"A"
"1178",0,"A"
"1179",0,"A"
"1180",0,"A"
"1181",0,"A"
"1182",0,"A"
"1183",0,"A"
"1184",0,"A"
"1185",0,"A"
"1186",0,"A"
"1187",0,"A"
"1188",0,"A"
"1189",0,"A"
"1190",0,"A"
"1191",0,"A"
"1192",0,"A"
"1193",0,"A"
"1194",0,"A"
"1195",0,"A"
"1196",0,"A"
"1197",0,"A"
"1198",0,"A"
"1199",0,"A"
"1200",0,"A"
"1201",0,"A"
